catnr;catnrstring;bez_de;bez_en;bez_fr;bez_ru
22045110;22045110;Railo Frontabdeckung EK122/B=8;Railo front cover PCB122/W=80;RAILO Recouvrement frontal, CE;Railo front cover PCB122/W=80
22045111;22045111;Railo Frontabdeckung EK122/B=1;Front cover PCB122/ W=100;RAILO Recouvrement fontal,  CE;Front cover PCB122/ W=100
22045112;22045112;Railo Frontabdeckung EK122/B=1;Railo Front cover PCB122/ W=16;RAILO Recouvrement frontal, CE;Railo Front cover PCB122/ W=16
22045115;22045115;Railo Seitent. EK122 chrom. (1;Railo side plate standard PCB1;Face latérale, CE122, 1 carte;Railo side plate standard PCB1
22045117;22045117;Railo Seitent. Wandmontage (1;Railo side pl. wall mounting 1;RAILO face latérale type mural;Railo side pl. wall mounting 1
22045118;22045118;Railo Seitent. Wandmontage (2-;Railo side pl.  wall-mounting;RAILO Face latérale type mur.;Railo side pl.  wall-mounting
22045119;22045119;Railo Seitent. EK122 chrom. (2;Standard side plate PCB122 2-3;Profilé laterale Railo CE122 ,;Standard side plate PCB122 2-3
22045201;22045201;Railo Basisprofil2 EK100/B=80m;Railo platform extrusion PCB10;RAILO profilé de base CE100/L=;Railo platform extrusion PCB10
22045202;22045202;Railo Basisprofil2 EK100/B=100;Railo platform extrusion PCB10;RAILO profilé de base CE100/L=;Railo platform extrusion PCB10
22045203;22045203;Railo Basisprofil2 EK100/B=160;Railo platform extrusion PCB10;Profilé RAILO pour CI 100x160m;Railo platform extrusion PCB10
22045204;22045204;Railo Basisprofil2 EK100 B=ca.;Railo platform extrusion PCB10;Railo profilé de base CE100 L=;Railo platform extrusion PCB10
22045215;22045215;Railo Seitent. EK100 chrom. (1;Railo Side plate PCB100 (1card;Railo face lat. CE100 (1 carte;Railo Side plate PCB100 (1card
22045217;22045217;Railo Seitent. Wandmontage (1;Railo side plate wall mounting;Paroi Railo, montage mural (1;Railo side plate wall mounting
22045218;22045218;Railo Seitent. Wandmontage (2-;Railo side pl.f. wall mounting;Railo face lat. type mural (2-;Railo side pl.f. wall mounting
22045219;22045219;Railo Seitent. EK100 chrom. (2;Railo side plate PCB100 alod.;Railo face lat CE 100 alod. (2;Railo side plate PCB100 alod.
22100001;22100001;Gehäuse Magic 2HE/42TE/279T,o.;Case  Magic  2U/42HP/279D;MAGIC 2U/42TE/279P ss poignée;Case  Magic  2U/42HP/279D
22100003;22100003;Gehäuse Magic 2HE/84TE/279T,o.;Case  Magic  2U/84HP/279D w/o;MAGIC 2U/84TE/279P ss poignée;Case  Magic  2U/84HP/279D w/o
22100004;22100004;Gehäuse Magic 2HE/42TE/359T,o.;Case  Magic  2U/42HP/359D;MAGIC 2U/42TE/359P ss poignée;Case  Magic  2U/42HP/359D
22100006;22100006;Gehäuse Magic 2HE/84TE/359T,o.;Case  Magic  2U/84HP/359D;MAGIC 2U/84TE/359P ss poignée;Case  Magic  2U/84HP/359D
22100010;22100010;Gehäuse Magic 3HE/42TE/279T o.;Case  Magic  3U/42HP/279D;MAGIC 3U/42TE/279P ss poignée;Case  Magic  3U/42HP/279D
22100012;22100012;Gehäuse Magic 3HE/84TE/279T o.;Case  Magic  3U/84HP/279D;MAGIC 3U/84TE/279P ss poignée;Case  Magic  3U/84HP/279D
22100013;22100013;Gehäuse Magic 3HE/42TE/359T,o.;Case Magic 3U/42HP/359D, w/o h;MAGIC 3U/42TE/359P ss poignée;Case Magic 3U/42HP/359D, w/o h
22100015;22100015;Gehäuse Magic 3HE/84TE/359T,o.;Case Magic 3U/84HP/359D, witho;MAGIC 3U/84HP/359P ss poignée;Case Magic 3U/84HP/359D, witho
22100018;22100018;Gehäuse Magic 3HE/84TE/439T,o.;Case  Magic 3U/84HP/439D, with;MAGIC 3U/84TE/439P ss poignée;Case  Magic 3U/84HP/439D, with
22100019;22100019;Gehäuse Magic 4HE/42TE/279T,o.;Case  Magic  4U/42HP/279D;MAGIC 4U/42HP/279P sans poigné;Case  Magic  4U/42HP/279D
22100021;22100021;Gehäuse Magic 4HE/84TE/279T,o.;Case  Magic  4U/84HP/279D;MAGIC 4U/84TE/279P ss poignée;Case  Magic  4U/84HP/279D
22100022;22100022;Gehäuse Magic 4HE/42TE/359T,o.;Case Magic 4U/42HP/359D, w/o h;MAGIC 4U/42TE/359P ss poignée;Case Magic 4U/42HP/359D, w/o h
22100024;22100024;Gehäuse Magic 4HE/84TE/359T o.;Case  Magic 4U/84HP/359D, with;MAGIC 4U/84TE/359P ss poignée;Case  Magic 4U/84HP/359D, with
22100027;22100027;Gehäuse Magic 4HE/84TE/439T,o.;Case magic 4U/84HP/439D, w/o h;MAGIC 4U/84TE/439P ss poignée;Case magic 4U/84HP/439D, w/o h
22100028;22100028;Gehäuse Magic 6HE/42TE/279T,o.;Case  Magic  6U/42HP/279D;MAGIC 6U/42TE/279P ss poignée;Case  Magic  6U/42HP/279D
22100030;22100030;Gehäuse Magic 6HE/84TE/279T,o.;Case  Magic  6U/84HP/279D;MAGIC 6U/84TE/279P ss poignée;Case  Magic  6U/84HP/279D
22100031;22100031;Gehäuse Magic 6HE/42TE/359T,o.;Case Magic  6U/42HP/359D;MAGIC 6U/42TE/359P ss poignée;Case Magic  6U/42HP/359D
22100033;22100033;Gehäuse Magic 6HE/84TE/359T,o.;Case Magic 6U/84HP/359D, witho;MAGIC 6U/84TE/359P ss poignée;Case Magic 6U/84HP/359D, witho
22100036;22100036;Gehäuse Magic 6HE/84TE/439T o.;Case Magic 6U/84HP/439D, witho;MAGIC 6U/84TE/439P ss poignée;Case Magic 6U/84HP/439D, witho
22100050;22100050;Gehäuse Magic 2HE/42TE/279T,m.;Case Magic  2U/42HP/279D with;MAGIC 2U/42TE/279P avec poigné;Case Magic  2U/42HP/279D with
22100052;22100052;Gehäuse Magic 2HE/84TE/279T,m.;Case Magic  2U/84HP/279D with;MAGIC 2U/84TE/279P avec poign;Case Magic  2U/84HP/279D with
22100053;22100053;Gehäuse Magic 2HE/42TE/359T,m.;Case Magic  2U/42HP/359D with;MAGIC 2U/42TE/359P avec poigné;Case Magic  2U/42HP/359D with
22100055;22100055;Gehäuse Magic 2HE/84TE/359T,m.;Case Magic  2U/84HP/359D with;MAGIC 2U/84TE/359P avec poigné;Case Magic  2U/84HP/359D with
22100059;22100059;Gehäuse Magic 3HE/42TE/279T,m.;Case Magic  3U/42HP/279D with;MAGIC 3U/42TE/279P avec poigné;Case Magic  3U/42HP/279D with
22100061;22100061;Gehäuse Magic 3HE/84TE/279T m.;Case Magic  3U/84HP/279D with;MAGIC 3U/84TE/279P avec poigné;Case Magic  3U/84HP/279D with
22100062;22100062;Gehäuse Magic 3HE/42TE/359T,m.;Case Magic  3U/42HP/359D with;MAGIC 3U/42TE/359P avec poigné;Case Magic  3U/42HP/359D with
22100064;22100064;Gehäuse Magic 3HE/84TE/359T,m.;Case Magic  3U/84HP/359D with;MAGIC 3U/84TE/359P avec poigné;Case Magic  3U/84HP/359D with
22100067;22100067;Gehäuse Magic 3HE/84TE/439T,m.;Case Magic  3U/84HP/439D with;MAGIC 3U/84TE/439P avec poigné;Case Magic  3U/84HP/439D with
22100068;22100068;Gehäuse Magic 4HE/42TE/279T,m.;Case Magic  4U/42HP/279D with;MAGIC 4U/42TE/279P avec poigné;Case Magic  4U/42HP/279D with
22100070;22100070;Gehäuse Magic 4HE/84TE/279T,m.;Case Magic  4U/84HP/279D with;MAGIC 4U/84TE/279P avec poigné;Case Magic  4U/84HP/279D with
22100071;22100071;Gehäuse Magic 4HE/42TE/359T,m.;Case Magic  4U/42HP/359D with;MAGIC 4U/42TE/359P avec poigné;Case Magic  4U/42HP/359D with
22100073;22100073;Gehäuse Magic 4HE/84TE/359T,m.;Case Magic 4U/84HP/359D, with;MAGIC 4U/84TE/359P avec poigné;Case Magic 4U/84HP/359D, with
22100076;22100076;Gehäuse Magic 4HE/84TE/439T,m.;Case Magic  4U/84HP/439D with;MAGIC 4U/84TE/439P avec poigné;Case Magic  4U/84HP/439D with
22100077;22100077;Gehäuse Magic 6HE/42TE/279T,m.;Case Magic  6U/42HP/279D with;MAGIC 6U/42TE/279P avec poigné;Case Magic  6U/42HP/279D with
22100079;22100079;Gehäuse Magic 6HE/84TE/279T,m.;Case Magic  6U/84HP/279D with;MAGIC 6U/84TE/279P avec poigné;Case Magic  6U/84HP/279D with
22100080;22100080;Gehäuse Magic 6HE/42TE/359T,m.;Case Magic  6U/42HP/359D with;MAGIC 6U/42TE/359P avec poigné;Case Magic  6U/42HP/359D with
22100082;22100082;Gehäuse Magic 6HE/84TE/359T,m.;Case Magic  6U/84HP/359D with;MAGIC 6U/84TE/359P avec poigné;Case Magic  6U/84HP/359D with
22100085;22100085;Gehäuse Magic 6HE/84TE/439T,m.;Case Magic  6U/84HP/439D with;MAGIC 6U/84TE/439P avec poigné;Case Magic  6U/84HP/439D with
22100100;22100100;Abschlußblende Magic 2HE, o. G;2 U front cover, EMC, without;Enjoliveur 2U CEM (la paire);2 U front cover, EMC, without
22100101;22100101;Abschlußblende Magic 3HE, o. G;3 U front cover, EMC, without;Enjoliveur 3U CEM (la paire),;3 U front cover, EMC, without
22100102;22100102;Abschlußblende Magic 4HE, o. G;Front cover, EMC 4U, without h;Enjoliveur 4U CEM (la paire);Front cover, EMC 4U, without h
22100103;22100103;Abschlußblende Magic 6HE, o.Gr;6 U front cover, EMC, without;Enjoliveur 6U CEM (la paire);6 U front cover, EMC, without
22100104;22100104;Abschlußblende Magic 2HE, m. G;2 U front cover, EMC, with han;Enjoliveur 2U CEM av poignée (;2 U front cover, EMC, with han
22100105;22100105;Abschlußblende Magic 3HE, m. G;3 U front cover, EMC, with han;Enjoliveur 3U CEM av poignée (;3 U front cover, EMC, with han
22100106;22100106;Abschlußblende Magic 4HE, m. G;4 U front cover, EMC, with han;Enjoliveur 4U CEM av poignée (;4 U front cover, EMC, with han
22100107;22100107;Abschlußblende Magic 6HE, m. G;Front cover Magic 6U, with han;Enjoliveur 6U CEM av poignée (;Front cover Magic 6U, with han
22100108;22100108;"19"" Befestigungswinkel Magic 2HE, o. G";2U mounting bracket without ha;"Equerre de fixation 19"" 2U (la pai";2U mounting bracket without ha
22100109;22100109;"19"" Befestigungswinkel Magic 3HE, o. G";3 U mounting bracket without h;"Equerre de fixation 19"" Magic";3 U mounting bracket without h
22100110;22100110;"19"" Befestigungswinkel Magic 4HE, o. G";4 U mounting bracket without h;"Equerre de fixation 19"" 4U (la pai";4 U mounting bracket without h
22100111;22100111;"19"" Befestigungswinkel Magic 6HE, o. G";"19""mount.bracket Magic 6U with";"Equerre de fixation 19"" 6U (la pai";"19""mount.bracket Magic 6U with"
22100112;22100112;"19"" Befestigungswinkel Magic 2HE, m. G";2U mounting bracket with handl;"Equerre de fix. 19"" 2U av poignée";2U mounting bracket with handl
22100113;22100113;"19"" Befestigungswinkel Magic 3HE, m. G";"19"" mounting bracket Magic 3U";"Equerre de fix. 19"" 3U av poignée";"19"" mounting bracket Magic 3U"
22100114;22100114;"19"" Befestigungswinkel Magic 4HE, m. G";"19"" mounting bracket magic 4U";"Equerre de fix. 19"" 4U av poignée";"19"" mounting bracket magic 4U"
22100115;22100115;"19"" Befestigungswinkel Magic 6HE,m.Gri";"19""mounting bracket Magic 6U w";"Equerre de fix. 19"" 6U av poignée";"19""mounting bracket Magic 6U w"
22100153;22100153;Ausbausatz B, 6HE/42TE, chroma;Conversion kit B, 6U/42HP, alo;Profilé B 6U/42TE/Alodine;Conversion kit B, 6U/42HP, alo
22100155;22100155;Ausbausatz B, 6HE/84TE, chroma;Conversion kit B, 6U/84HP, alo;Profilé B 6U/84TE/Alodine;Conversion kit B, 6U/84HP, alo
22100163;22100163;Ausbausatz C, 6HE/42TE, chroma;Conversion kit C, 6U/42HP, alo;Profilé C 6U/42TE/Alodine;Conversion kit C, 6U/42HP, alo
22100165;22100165;Ausbausatz C, 6HE/84TE, chroma;Conversion kit C, 6U/84HP, alo;Profilé C 6U/84TE/Alodine;Conversion kit C, 6U/84HP, alo
22100170;22100170;Ausbausatz E, 6HE/42TE, chroma;Conversion kit E, 6U/42HP, alo;Kit conversion E 6U/42TE/Alodi;Conversion kit E, 6U/42HP, alo
22100172;22100172;Ausbausatz E, 6HE/84TE, chroma;Conversion kit E, 6U/84HP, alo;Kit conversion E 6U/84TE/Alodi;Conversion kit E, 6U/84HP, alo
22100201;22100201;Rückprofil Magic f.dualen Ausb.4;Horiz. rear rail for dual asse;Profilé AR dual 42TE Alodine;Horiz. rear rail for dual asse
22100205;22100205;Rückprofil Magic f.dualen Ausb.8;Horiz. rear rail for dual asse;Profilé Arrière 84F montage DU;Horiz. rear rail for dual asse
22100221;22100221;Frontprofil Magic 42TE, 4HE u.;Horiz. front rail for mult. as;Profilé Av fraction 42TE Alodi;Horiz. front rail for mult. as
22100225;22100225;Frontprofil Magic 84TE, f.4HE;Horiz. front rail 84HP, alodin;Profilé av. MAGIC 84F pour clo;Horiz. front rail 84HP, alodin
22100240;22100240;Rückwand Magic 2HE/42TE eloxie;Rear panel 2U/42HP, anodized;Pan AR anodisé 2U/42HP Alodine;Rear panel 2U/42HP, anodized
22100242;22100242;Rückwand Magic 2HE/84TE eloxie;Rear panel Magic 2U/84HP, anod;Pan AR anodisé 2U/84TE;Rear panel Magic 2U/84HP, anod
22100243;22100243;Rückwand Magic 3HE/42TE eloxie;Rear panel 3U/42HP, anodized;Pan AR anodisé 3U/42TE;Rear panel 3U/42HP, anodized
22100245;22100245;Rückwand Magic 3HE/84TE eloxie;Rear panel 3U/84HP, anodized;Pan AR anodisé 3U/84TE;Rear panel 3U/84HP, anodized
22100246;22100246;Rückwand Magic 4HE/42TE eloxie;Rear panel 4U/42HP, anodized;Pan AR anodisé 4U/42HP;Rear panel 4U/42HP, anodized
22100248;22100248;Rückwand Magic 4HE/84TE eloxie;Rear panel 4U/84HP, anodized;Pan AR anodisé 4U/84TE;Rear panel 4U/84HP, anodized
22100249;22100249;Rückwand Magic 6HE/42TE eloxie;Rear panel 6U/42HP, anodized;Pan AR anodisé 6U/42TE;Rear panel 6U/42HP, anodized
22100251;22100251;Rückwand Magic 6HE/84TE eloxie;Rear panel 6U/84HP, anodized;Pan AR anodisé 6U/84TE;Rear panel 6U/84HP, anodized
22100300;22100300;Rück-/Frontplatte Magic 2HE/42;Front and rear panel 2U/42HP,;Face AV/AR 2U/42TE Alodine;Front and rear panel 2U/42HP,
22100302;22100302;Rück-/Frontplatte Magic 2HE/84;Front and rear panel 2U/84HP,;Face AV/AR 2U/84TE Alodine;Front and rear panel 2U/84HP,
22100303;22100303;Rück-/Frontplatte,EMV,3HE/42TE,chr;Front and rear panel 3U/42HP,;Face AV/AR 3U/42TE Alodine;Front and rear panel 3U/42HP,
22100305;22100305;Rück-/Frontplatte,EMV,3HE/84TE,chr;Front and rear panel 3U/84HP,;Face AV/AR 3U/84TE Alodine;Front and rear panel 3U/84HP,
22100306;22100306;Rück-/Frontplatte Magic 4HE/42;Front and rear panel 4U/42HP,;Face AV/AR 4U/42TE Alodine;Front and rear panel 4U/42HP,
22100308;22100308;Rück-/Frontplatte Magic 4HE/84;Front and rear panel 4U/84HP,;Face AV/AR 4U/84F Alodine;Front and rear panel 4U/84HP,
22100309;22100309;Rück-/Frontplatte,EMV,6HE/42TE,chr;Front and rear panel 6U/42HP,;Face AV/AR 6U/42TE Alodine;Front and rear panel 6U/42HP,
22100311;22100311;Rück-/Frontplatte,EMV,6HE/84TE,chr;Front and rear panel 6U/84HP,;Face AV/AR 6U/84TE Alodine;Front and rear panel 6U/84HP,
22100320;22100320;Montageteilesatz für Rückplatt;Assembly kit for rear panel Ma;Vis montage Faces AR MAGIC M3;Assembly kit for rear panel Ma
22100380;22100380;Aufstell-/Tragegriff Magic 2HE;Carry/support handle 2U/42HP;Poignée 2U/42TE;Carry/support handle 2U/42HP
22100382;22100382;Aufstell-/Tragegriff Magic 2HE;Carry/support handle 2U/84HP;Poignée 2U/84TE;Carry/support handle 2U/84HP
22100383;22100383;Aufstell-/Tragegriff Magic 3-6;Carry/support handle 2U, 3U an;Poignée pour 3U/4U/6U 42TE;Carry/support handle 2U, 3U an
22100385;22100385;Aufstell-/Tragegriff Magic 3-6;Carry/support handle 2U, 3U an;Poignée pour 3U/4U/6U 84TE;Carry/support handle 2U, 3U an
22100410;22100410;EMV-Dichtung 3x3mm leitf. Text;Shielding material universal,;Joint CEM/HF universel 3X3mm;Shielding material universal,
22100415;22100415;Schirmmaterial EMV/HF für Fron;Shielding material front assy.;Joint CEM/HF vertical;Shielding material front assy.
22100421;22100421;Isoliermatte 3HE/240T, selbstk;Insulating pad 3U/240D, self-a;Tapis isolant 3U/240p adhésif;Insulating pad 3U/240D, self-a
22100428;22100428;Ausbausatz C, 2-4HE/42TE, chro;Conversion kit C, 2-4U/42HP, a;Profilé C 2-4U/42TE Alodine;Conversion kit C, 2-4U/42HP, a
22100430;22100430;Ausbausatz C, 2-4HE/84TE, chro;Conversion kit C, 2-4U/84HP, a;"Kit de cloisonnement type ""C""";Conversion kit C, 2-4U/84HP, a
22300001;22300001;Grundgehäuse Space 1HE/84TE/T=;Case 1U/84HP/220D in kit for;Tiroir Space 1U/84HP/P.220;Case 1U/84HP/220D in kit for
22300002;22300002;Grundgehäuse Space 2HE/84TE/T=;Case 2U/84HP/220D in kit for;"Coffret tiroir 19"" avec face a";Case 2U/84HP/220D in kit for
22300003;22300003;Grundgehäuse Space 3HE/84TE/T=;Case 3U/84HP/220D in kit for;"Coffret tiroir 19"" avec face a";Case 3U/84HP/220D in kit for
22300004;22300004;Grundgehäuse Space 1HE/84TE/T=;Case 1U/84HP/280D in kit for;"Coffret tiroir 19"" avec face a";Case 1U/84HP/280D in kit for
22300005;22300005;Grundgehäuse Space 2HE/84TE/T=;Case 2U/84HP/280D in kit for;"Coffret tiroir 19"" avec face a";Case 2U/84HP/280D in kit for
22300006;22300006;Grundgehäuse Space 3HE/84TE/T=;Case 3U/84HP/280D in kit for;"Coffret tiroir 19"" avec face a";Case 3U/84HP/280D in kit for
22300007;22300007;Grundgehäuse Space 1HE/84TE/T=;Case 1U/84HP/340D in kit for;"Coffret tiroir 19"" avec face a";Case 1U/84HP/340D in kit for
22300008;22300008;Grundgehäuse Space 2HE/84TE/T=;Case 2U/84HP/340D in kit for;"Coffret tiroir 19"" avec face a";Case 2U/84HP/340D in kit for
22300009;22300009;Grundgehäuse Space 3HE/84TE/T=;Case 3U/84HP/340D in kit for;"Coffret tiroir 19"" avec face a";Case 3U/84HP/340D in kit for
22300020;22300020;"19""-Einschubgehäuse Space 1HE/";"19"" case 1U/220D in kit form";"Coffret tiroir 19"" avec face a";"19"" case 1U/220D in kit form"
22300021;22300021;"19""-Einschubgehäuse Space 2HE/";"19"" case 2U/220D in kit form";"Coffret tiroir 19"" avec face a";"19"" case 2U/220D in kit form"
22300022;22300022;"19""-Einschubgehäuse Space 3HE/";"19"" case 3U/220D in kit form";"Coffret tiroir 19"" avec face a";"19"" case 3U/220D in kit form"
22300023;22300023;"19""-Einschubgehäuse Space 1HE/";"19"" case 1U/280D in kit form";"Coffret tiroir 19"" avec face a";"19"" case 1U/280D in kit form"
22300024;22300024;"19""-Einschubgehäuse Space 2HE/";"19"" case 2U/280D in kit form";"Coffret tiroir 19"" avec face a";"19"" case 2U/280D in kit form"
22300025;22300025;"19""-Einschubgehäuse Space 3HE/";"19"" case 3U/280D in kit form";"Coffret tiroir 19"" avec face a";"19"" case 3U/280D in kit form"
22300026;22300026;"19""-Einschubgehäuse Space 1HE/";"19"" case 1U/340D in kit form";"Coffret tiroir 19"" avec face a";"19"" case 1U/340D in kit form"
22300027;22300027;"19""-Einschubgehäuse Space 2HE/";"19"" case 2U/340D in kit form";"Coffret tiroir 19"" avec face a";"19"" case 2U/340D in kit form"
22300028;22300028;"19""-Einschubgehäuse Space 3HE/";"19"" case 3U/340D in kit form";"Coffret tiroir 19"" 3U/P340 S";"19"" case 3U/340D in kit form"
22300040;22300040;"19""Eckwinkel-Satz 1HE f.Einsch";"19"" mounting brackets 1U";"19"" Kit d´equerre 1U Space";"19"" mounting brackets 1U"
22300041;22300041;"19""Eckwinkel-Satz 2HE f.Einsch";"19"" mounting brackets 2U";"Equerres de fixation 19"", 2U";"19"" mounting brackets 2U"
22300042;22300042;"19""Eckwinkel-Satz 3HE f.Einsch";"19"" mounting brackets 3U";"Equerres de fixation 19"", 3U";"19"" mounting brackets 3U"
22300050;22300050;Deckblech Space gelocht 220mm;Perforated top cover 220D, alo;Capot ventilé  P.220mm pour ti;Perforated top cover 220D, alo
22300051;22300051;Deckblech Space gelocht 280mm;Perforated top cover 280D, alo;Tôle supérieure perforée P=280;Perforated top cover 280D, alo
22300052;22300052;Deckblech Space gelocht t340mm;Perforated top cover 340D, alo;Tôle supérieure perforée P=340;Perforated top cover 340D, alo
22300060;22300060;Deckblech Space ungelocht 220m;Solid top cover 220D, alodined;Capot  P. 220mm pour tiroir;Solid top cover 220D, alodined
22300061;22300061;Deckblech Space ungelocht 280m;Solid top cover 280D, alodined;Tôle de protection P280 sans p;Solid top cover 280D, alodined
22300062;22300062;Deckblech Space ungelocht 340m;Solid top cover 340D, alodined;Capot supérieur pour tiroir 19;Solid top cover 340D, alodined
22300070;22300070;Bodenplatte Space ungelocht 22;Solid bottom cover 220D, alodi;Tôle inférieure pleine L=424.6;Solid bottom cover 220D, alodi
22300071;22300071;Bodenplatte Space ungelocht 28;Solid bottom cover 280D, alodi;Tôle inférieure pleine L=424.6;Solid bottom cover 280D, alodi
22300072;22300072;Bodenplatte Space ungelocht 34;Solid bottom cover 340D, alodi;Tôle inférieure pleine L=424.6;Solid bottom cover 340D, alodi
22300080;22300080;Montageplatte 2mm Al,T=220 (Ei;Mount. tray for horiz. conv. 2;Plaque de montage alodine, P=2;Mount. tray for horiz. conv. 2
22300081;22300081;Montageplatte 2mm Al,T=280 (Ei;Mount. tray for horiz. conv. 2;Plaque de montage alodine, P=2;Mount. tray for horiz. conv. 2
22300082;22300082;Montageplatte 2mm Al,T=340 (Ei;Mount. tray for horiz. conv. 3;Tôle de montage pour tiroir 19;Mount. tray for horiz. conv. 3
22300090;22300090;Ausbausatz B für Horizontalaus;Conversion kit B for horiz.mou;Kit de cloisonnement, 1U, Vers;Conversion kit B for horiz.mou
22300091;22300091;Ausbausatz B für Horizontalaus;Conversion kit B for horiz.mou;Kit de cloisonnement, 2U, Vers;Conversion kit B for horiz.mou
22300100;22300100;Ausbausatz C für Horizontalaus;Conversion kit C for horiz.mou;Kit de cloisonnement, 1U, Vers;Conversion kit C for horiz.mou
22300101;22300101;Ausbausatz C für Horizontalaus;Conversion kit C for horiz.mou;Kit de cloisonnement, 2U, Vers;Conversion kit C for horiz.mou
22300110;22300110;Ausbausatz E für Horizontalaus;Conversion kit E for horiz.mou;Kit de cloisonnement, 1U, Vers;Conversion kit E for horiz.mou
22300111;22300111;Ausbausatz E für Horizontalaus;Conversion kit E for horiz.mou;Kit de cloisonnement, 2U, Vers;Conversion kit E for horiz.mou
22300120;22300120;EMV-Dichtung D-Form 1,5x2,0 L=;Shielding strip  form D 1.5x2.;Joint CEM forme D 1,5X2,0mm L=;Shielding strip  form D 1.5x2.
22300130;22300130;Seitenwandprofil 1HE/t=220mm;Side extrusion 1U/ 220D;Profilé laterale 1U/P.220mm;Side extrusion 1U/ 220D
22300131;22300131;Seitenwandprofil 2HE/t=220mm;Side extrusion Space 2U/220DP;Profilé latérale Space 2U/P.22;Side extrusion Space 2U/220DP
22300132;22300132;Seitenwandprofil 3HE/t=220mm;Side extrusion Space 3U/220DP;Profilé latérale Space 3U/P.22;Side extrusion Space 3U/220DP
22300135;22300135;Seitenwandprofil 1HE/t=280mm;Side extrusion Space 1U/280DP;Profilé laterale 1U/P280;Side extrusion Space 1U/280DP
22300136;22300136;Seitenwandprofil 2HE/t=280mm;Side extrusion Space 2U/280DP;Profilé latéral SPACE 2U/P.280;Side extrusion Space 2U/280DP
22300137;22300137;Seitenwandprofil 3HE/t=280mm;Side extrusion Space 3U/280DP;Profilé latérale Space 3U/P.28;Side extrusion Space 3U/280DP
22300140;22300140;Seitenwandprofil 1HE/t=340mm;Side extrusion 1U/340D alod;Profilé latérale 1U/P.340 alod;Side extrusion 1U/340D alod
